Acronimo_t,Acronimo_t_1,Al_bate_2_t,Al_bate_2_t_1,Al_bate_t,Al_bate_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
TB,MIN,80089,101761,283,319,6.2,6.2,2018,2017,2017,1,1,1,1,1,3136,6889,0.039204,0.06760000000000001,0.198,0.26,56,83,0,0,5,4,2,1,49,169,7,13,30,29,31,MIN,Tampa Bay Rays,Minnesota Twins,Florida,22969000,17719000,81,144,9,12,5929,6400,77,80,100,84,162,161,Trevor Plouffe,1069723,7250000,1,6,205.0,205.0,4,14,0.34809999999999997,0.522729,0.59,0.723,0.225625,0.244036,0.475,0.494,0.617,0.519,0.07398400000000001,0.091809,0.272,0.303,0.101124,0.17639999999999997,0.318,0.42,3B,3B,0.4938271604938271,0.3602484472049689,361,2209,19,47,UFA,1069723,7250000,5250000,7250000,0.014,0.075,5250000,7250000,25.704900000000002,0.0,5.07,0.0,0,1,0,1,5250000,5250000,7250000,21700000,1900000,5250000,7250000,5250000,80,58,3.009561375376984,0.04000000000000001,1.7348087431693973,0.2,0,3,13.882910294418592,15.473738634567807,15.473738634567807
TB,HOU,14641,136161,121,369,6.2,6.2,2018,2017,2017,1,1,1,0,0,1156,5776,0.07896100000000002,0.042435999999999995,0.281,0.206,34,76,0,0,5,3,2,2,49,100,7,10,30,29,30,HOU,Tampa Bay Rays,Houston Astros,Florida,43222918,40436000,81,225,9,15,841,9025,29,95,37,107,162,161,Colby Rasmus,2786918,15800000,1,1,195.0,195.0,4,10,0.8028160000000001,0.410881,0.896,0.641,0.032041,0.343396,0.179,0.586,0.228,0.661,0.101124,0.08179599999999998,0.318,0.286,0.33524099999999996,0.126025,0.579,0.355,LF,LF,0.4938271604938271,0.5217391304347826,529,2916,23,54,UFA,2786918,15800000,5000000,15800000,0.036,0.153,5000000,15800000,0.0,185.50439999999998,0.0,13.62,1,0,1,0,5000000,5000000,15800000,21700000,26000000,5000000,15800000,5000000,80,84,1.1449,6.708099999999999,1.07,2.59,0,0,14.840446883713335,15.424948470398375,15.424948470398375
LAA,WSH,84681,122500,291,350,5.9,5.9,2018,2017,2017,1,1,1,1,1,6400,5776,0.07562500000000001,0.047089,0.275,0.217,80,76,0,0,4,11,5,1,169,81,13,9,28,27,29,WSH,Los Angeles Angels,Washington Nationals,California,18057500,14057500,1,4,1,2,4356,6400,66,80,109,103,162,161,Ben Revere,4000000,6250000,1,1,175.0,175.0,10,4,0.42510400000000004,0.31360000000000005,0.652,0.56,0.165649,0.244036,0.407,0.494,0.673,0.636,0.094864,0.06760000000000001,0.308,0.26,0.11833599999999998,0.09,0.344,0.3,CF,CF,0.4938271604938271,0.5838509316770186,400,576,20,24,UFA,4000000,6250000,4000000,6250000,0.024,0.045,4000000,6250000,170.5636,16.080099999999998,13.06,4.01,4,49,2,7,4000000,4000000,6250000,24750000,68750000,4000000,6250000,4000000,80,94,0.0016,3.0175853971921485,0.04,1.7371198568872985,1,0,15.201804919084164,15.201804919084164,15.201804919084164
ARI,MIA,34596,16129,186,127,6.0,6.0,2019,2017,2017,2,2,1,1,1,1600,900,0.046224999999999995,0.055695999999999996,0.215,0.236,40,30,0,0,5,10,1,2,100,16,10,4,33,32,34,MIA,Arizona Diamondbacks,Miami Marlins,Arizona,14858000,12858000,4,4,2,2,3136,1296,56,36,60,41,162,160,Jeff Mathis,2000000,1500000,1,2,205.0,205.0,6,2,0.36,0.355216,0.6,0.596,0.11971599999999999,0.050176000000000005,0.346,0.224,0.37,0.255,0.07672900000000002,0.07022500000000001,0.277,0.265,0.104329,0.109561,0.323,0.331,C,C,0.5740740740740741,0.49375,121,225,11,15,UFA,2000000,1500000,2000000,1500000,0.02,0.019,2000000,1500000,0.0,0.0,0.0,0.0,4,1,2,1,4000000,2000000,1500000,9750000,84707500,4000000,1500000,2000000,93,79,3.009561375376984,0.17639999999999997,1.7348087431693973,0.42,1,2,14.508657738524219,14.508657738524219,14.508657738524219
KC,KC,26569,15129,163,123,6.1,6.1,2019,2017,2017,2,2,1,0,0,1369,1225,0.051529000000000005,0.08122499999999999,0.227,0.285,37,35,0,0,4,10,2,2,16,100,4,10,33,32,33,KC,Kansas City Royals,Kansas City Royals,Missouri,7221268,5721268,9,16,3,4,1849,1156,43,34,75,56,162,161,Drew Butera,1500000,1175000,4,4,205.0,205.0,9,9,0.36360899999999996,0.6528640000000001,0.603,0.808,0.07022500000000001,0.04409999999999999,0.265,0.21,0.463,0.346,0.08065599999999999,0.10758400000000001,0.284,0.328,0.101761,0.2304,0.319,0.48,C,C,0.4938271604938271,0.5031055900621118,196,256,14,16,UFA,1500000,1175000,1500000,1162500,0.01,0.008,1500000,1175000,0.0,0.0,0.0,0.0,1,1,1,1,3800000,1900000,1162500,43800000,186750000,3800000,1162500,1900000,80,81,3.009561375376984,0.0729,1.7348087431693973,0.27,2,2,14.22097566607244,14.22097566607244,14.22097566607244
WSH,WSH,9025,20449,95,143,6.0,6.0,2018,2017,2017,1,1,1,1,1,576,1444,0.064009,0.07075600000000001,0.253,0.266,24,38,0,0,4,11,1,1,49,121,7,11,33,32,34,WSH,Washington Nationals,Washington Nationals,Washington DC,59843443,56343443,1,64,1,8,400,961,20,31,46,70,163,161,Stephen Drew,3500000,3000000,1,1,200.0,200.0,5,4,0.43560000000000004,0.7464959999999999,0.66,0.864,0.015375999999999999,0.036481,0.124,0.191,0.284,0.432,0.091204,0.11492100000000001,0.302,0.339,0.128164,0.27457600000000004,0.358,0.524,2B,2B,0.5950920245398773,0.5838509316770186,289,441,17,21,UFA,3500000,3000000,3500000,3000000,0.019,0.022,3500000,3000000,0.0,0.0,0.0,0.0,0,1,0,1,3500000,3500000,3000000,10400000,68750000,3500000,3000000,3500000,97,94,3.009561375376984,0.7921,1.7348087431693973,0.89,0,0,15.068273526459642,15.068273526459642,15.068273526459642
LAD,SEA,3136,61504,56,248,6.2,6.2,2018,2017,2017,1,1,1,1,1,169,3721,0.053824000000000004,0.060516,0.232,0.246,13,61,0,0,6,8,5,1,9,81,3,9,33,32,34,SEA,Los Angeles Dodgers,Seattle Mariners,California,28519942,25919942,1,196,1,14,196,3844,14,62,35,98,162,161,Franklin Gutierrez,2600000,2500000,25,0,200.0,200.0,31,4,0.43164900000000006,0.6084,0.657,0.78,0.007395999999999999,0.146689,0.086,0.383,0.216,0.605,0.101124,0.108241,0.318,0.329,0.11492100000000001,0.204304,0.339,0.452,CF,CF,0.6419753086419753,0.5341614906832298,64,1521,8,39,UFA,2600000,2500000,2600000,1500000,0.01,0.017,2600000,2500000,0.0,1411.5049000000001,0.0,37.57,0,0,0,0,2600000,2600000,1500000,199600000,35100000,2600000,1500000,2600000,104,86,3.009561375376984,0.10890000000000001,1.7348087431693973,0.33,6,0,14.77102200299171,14.77102200299171,14.77102200299171
MIA,PHI,20449,29241,143,171,6.2,6.2,2018,2017,2017,1,1,1,1,1,900,1369,0.04409999999999999,0.046655999999999996,0.21,0.216,30,37,0,0,6,6,2,2,25,64,5,8,35,34,36,PHI,Miami Marlins,Philadelphia Phillies,Florida,18513500,16013500,36,4,6,2,1296,2500,36,50,51,64,162,161,A.J. Ellis,2500000,983606,2,7,225.0,225.0,2,14,0.44756100000000004,0.358801,0.669,0.599,0.049284,0.095481,0.222,0.309,0.315,0.395,0.088804,0.09060099999999999,0.298,0.301,0.13764099999999999,0.088804,0.371,0.298,C,C,0.4753086419753086,0.4347826086956521,196,484,14,22,UFA,2500000,983606,2500000,4500000,0.023,0.01,2500000,4500000,0.0,0.0,0.0,0.0,0,0,0,0,2500000,2500000,4500000,57250000,8750000,2500000,4500000,2500000,77,70,0.36,3.0175853971921485,0.6,1.7371198568872985,2,2,14.73180128983843,14.73180128983843,14.73180128983843
WSH,SD,441,529,21,23,5.718369351669941,5.721339712918669,2018,2017,2017,1,1,1,0,0,4,25,0.009025,0.047089,0.095,0.217,2,5,0,0,4,13,1,5,0,1,0,1,33,32,33,SD,Washington Nationals,San Diego Padres,Washington DC,84124325,81259061,0,0,0,0,169,169,13,13,22,24,163,161,Edwin Jackson,415264,216294,1,2,210.0,210.0,5,5,0.0361,0.32376099999999997,0.19,0.569,0.0064,0.006561,0.08,0.081,0.136,0.149,0.009025,0.094864,0.095,0.308,0.009025,0.068121,0.095,0.261,SP,SP,0.5950920245398773,0.422360248447205,0,4,0,2,UFA,415264,216294,1000000,507500,0.002,0.003,1000000,507500,151.29000000000002,89.8704,12.3,9.48,0,0,0,0,2450000,1000000,507500,10400000,12120000,1000000,507500,2450000,97,68,3.009561375376984,3.0175853971921485,1.7348087431693973,1.7371198568872985,0,0,12.936669741536956,13.815510557964274,13.815510557964274
CIN,TOR,1156,4,34,2,6.6,6.6,2018,2017,2017,1,1,3,1,3,1,0,0.0008410000000000001,0.0,0.029,0.0,1,0,0,0,2,13,2,1,0,0,0,0,33,30,34,TOR,Cincinnati Reds,Toronto Blue Jays,Ohio,54484313,51484313,0,0,0,0,441,25,21,5,21,40,162,161,Scott Feldman,3000000,2754098,10,2,225.0,225.0,15,7,0.0034809999999999997,0.0,0.059,0.0,0.016900000000000002,0.0009609999999999999,0.13,0.031,0.13,0.247,0.0008410000000000001,0.0,0.029,0.0,0.0008410000000000001,0.0,0.029,0.0,SP,SP,0.419753086419753,0.546583850931677,0,0,0,0,UFA,3000000,2754098,2300000,8000000,0.031,0.018,3000000,8000000,1383.0960999999998,63.2025,37.19,7.95,0,0,0,0,2300000,2300000,10000000,5300000,65800000,2300000,30000000,2300000,68,88,0.2304,0.1444,0.48,0.38,5,2,14.914122846632385,14.648419680899378,14.914122846632385
BAL,BAL,1024,113569,32,337,6.3,6.3,2018,2017,2017,1,1,1,1,1,100,7056,0.097969,0.062001,0.313,0.249,10,84,0,0,5,8,1,1,1,400,1,20,29,28,30,BAL,Baltimore Orioles,Baltimore Orioles,Maryland,26800000,24800000,1,484,1,22,49,8281,7,91,14,109,162,161,Pedro Alvarez,2000000,5950000,7,7,235.0,235.0,14,14,0.6241000000000001,0.6822759999999999,0.79,0.826,0.0018489999999999997,0.31584400000000007,0.043,0.562,0.086,0.673,0.12460899999999998,0.10368400000000001,0.353,0.322,0.191844,0.254016,0.438,0.504,1B,1B,0.4629629629629629,0.546583850931677,16,2401,4,49,UFA,2000000,5950000,2000000,5750000,0.011,0.04,2000000,5950000,0.0,2364.8769,0.0,48.63,0,0,0,0,2000000,2000000,5750000,55600000,220260000,2000000,5750000,2000000,75,88,0.010000000000000002,0.8649000000000001,0.1,0.93,3,3,14.508657738524219,14.508657738524219,14.508657738524219
SF,COL,82369,83521,287,289,6.0,6.0,2018,2017,2017,1,1,2,0,1,4900,5625,0.059536,0.06760000000000001,0.244,0.26,70,75,0,0,3,3,5,1,529,400,23,20,33,31,33,COL,San Francisco Giants,Colorado Rockies,California,17644749,15644749,81,100,9,10,4356,5929,66,77,101,83,162,161,Nick Hundley,2000000,3150000,23,1,203.0,203.0,26,3,0.47748099999999993,0.5760810000000001,0.691,0.759,0.165649,0.225625,0.407,0.475,0.624,0.512,0.07398400000000001,0.1024,0.272,0.32,0.174724,0.192721,0.418,0.439,C,C,0.3950617283950617,0.4658385093167702,1225,2209,35,47,UFA,2000000,3150000,2000000,3150000,0.011,0.029,2000000,3150000,222.01000000000002,0.0,14.9,0.0,0,1,0,1,2000000,2000000,3125000,65250000,43500000,2000000,6250000,2000000,64,75,0.18489999999999998,0.0081,0.43,0.09,8,0,14.508657738524219,14.508657738524219,14.508657738524219
LAD,LAD,95481,262144,309,512,6.1,6.1,2018,2017,2017,1,1,1,0,0,5329,16384,0.055695999999999996,0.0625,0.236,0.25,73,128,0,0,6,8,5,5,400,676,20,26,38,37,38,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,130658257,128408257,64,196,8,14,6561,13924,81,118,127,138,162,161,Chase Utley,2250000,7000000,25,25,195.0,195.0,31,30,0.529984,0.5012639999999999,0.728,0.708,0.25,0.529984,0.5,0.728,0.784,0.852,0.104976,0.10048900000000001,0.324,0.317,0.16402500000000003,0.15288100000000002,0.405,0.391,2B,2B,0.6419753086419753,0.5652173913043478,1156,2500,34,50,UFA,2250000,7000000,2000000,7000000,0.009,0.026,2250000,7000000,771.7284000000001,1164.8569000000002,27.78,34.13,16,4,4,2,2000000,2000000,7000000,199600000,79750000,2000000,7000000,2000000,104,91,0.8649000000000001,1.5376,0.93,1.24,6,6,14.626440774180603,14.508657738524219,14.626440774180603
SD,LAA,2916,100,54,10,6.3,6.3,2018,2017,2017,1,1,1,1,1,144,9,0.049284,0.09,0.222,0.3,12,3,0,0,4,9,5,5,4,0,2,0,28,27,29,LAA,San Diego Padres,Los Angeles Angels,California,12314609,10564609,0,0,0,0,1024,484,32,22,34,34,162,161,Jhoulys Chacin,1750000,1100000,2,1,215.0,215.0,5,10,0.23136099999999998,0.36,0.481,0.6,0.039204,0.018769000000000004,0.198,0.137,0.21,0.211,0.049284,0.09,0.222,0.3,0.067081,0.09,0.259,0.3,SP,SP,0.4382716049382716,0.453416149068323,16,1,4,1,UFA,1750000,877593,1750000,1100000,0.023,0.005,1750000,1100000,6353.684099999999,709.6896,79.71,26.64,0,0,0,0,1750000,1750000,1100000,8250000,12525000,1750000,1100000,1750000,71,73,6.969600000000001,3.0175853971921485,2.64,1.7371198568872985,0,1,14.375126345899696,14.375126345899696,14.375126345899696
SD,SD,3249,289,57,17,6.5,6.5,2020,2017,2017,1,2,1,0,0,49,1,0.015129,0.0034809999999999997,0.123,0.059,7,1,0,0,4,13,5,5,1,0,1,0,33,32,33,SD,San Diego Padres,San Diego Padres,California,14450418,11700418,1,0,1,0,1024,81,32,9,32,37,162,161,Clayton Richard,2750000,158061,2,2,240.0,240.0,5,5,0.1296,0.028900000000000006,0.36,0.17,0.039204,0.0031360000000000003,0.198,0.056,0.198,0.228,0.027889000000000004,0.012321,0.167,0.111,0.037249000000000004,0.0034809999999999997,0.193,0.059,SP,SP,0.4382716049382716,0.422360248447205,16,1,4,1,UFA,2750000,158061,1750000,507500,0.035,0.002,2750000,507500,1624.8961000000002,201.0724,40.31,14.18,0,0,0,0,1750000,3000000,507500,8250000,12120000,6000000,507500,1750000,71,68,0.4096,3.0175853971921485,0.64,1.7371198568872985,0,0,14.827111469642754,14.375126345899696,14.827111469642754
KC,CHC,196,64,14,8,6.4,6.4,2018,2017,2017,1,1,1,1,1,16,1,0.08179599999999998,0.015625,0.286,0.125,4,1,0,0,4,15,2,2,1,0,1,0,28,27,29,CHC,Kansas City Royals,Chicago Cubs,Missouri,37961516,36211516,0,0,0,0,196,1,14,1,21,51,162,160,Trevor Cahill,669410,4250000,4,17,230.0,230.0,9,18,0.4760999999999999,0.12040899999999999,0.69,0.347,0.007395999999999999,3.6e-05,0.086,0.006,0.13,0.315,0.11088900000000002,0.049284,0.333,0.222,0.12744899999999998,0.015625,0.357,0.125,RP,RP,0.4938271604938271,0.6375,4,1,2,1,UFA,669410,4250000,1750000,4250000,0.005,0.023,1750000,4250000,0.0,2689.4596,0.0,51.86,0,0,0,0,1750000,1750000,4250000,43800000,291277500,1750000,4250000,1750000,80,102,3.009561375376984,0.9409,1.7348087431693973,0.97,2,3,13.414152006398902,14.375126345899696,14.375126345899696
MIA,MIA,36,16,6,4,6.3,6.3,2018,2017,2017,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,6,10,2,2,0,0,0,0,34,33,35,MIA,Miami Marlins,Miami Marlins,Florida,10440196,8690196,0,0,0,0,0,0,0,0,63,55,162,160,Dustin McGowan,1750000,1000000,2,2,240.0,240.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RP,RP,0.4753086419753086,0.49375,0,0,0,0,UFA,1750000,1000000,1750000,1000000,0.016,0.013,1750000,1000000,684.3456,2963.7135999999996,26.16,54.44,0,0,0,0,1750000,1750000,1000000,57250000,84707500,1750000,1000000,1750000,77,79,3.009561375376984,0.6084,1.7348087431693973,0.78,2,2,14.375126345899696,14.375126345899696,14.375126345899696
WSH,SEA,71289,160801,267,401,6.2,6.2,2018,2017,2017,1,1,4,0,6,6561,9216,0.091809,0.057121,0.303,0.239,81,96,0,0,4,8,1,1,196,289,14,17,33,26,33,SEA,Washington Nationals,Seattle Mariners,Washington DC,36928200,35128200,196,400,14,20,3721,10404,61,102,116,126,163,161,Adam Lind,1800000,8000000,1,0,195.0,195.0,5,4,0.765625,0.5140889999999999,0.875,0.717,0.142129,0.39690000000000003,0.377,0.63,0.716,0.778,0.131044,0.08179599999999998,0.362,0.286,0.263169,0.18576099999999998,0.513,0.431,1B,1B,0.5950920245398773,0.5341614906832298,3481,3364,59,58,UFA,1800000,8000000,1000000,8000000,0.01,0.055,1800000,8000000,2441.3480999999997,386.5156,49.41,19.66,0,0,0,0,1500000,1500000,4500000,10400000,35100000,1500000,18000000,1500000,97,86,0.7569,3.0175853971921485,0.87,1.7371198568872985,0,0,14.403297222866392,13.815510557964274,14.403297222866392
ARI,SEA,73984,87025,272,295,5.718369351669941,5.721339712918669,2018,2017,2017,1,1,1,1,1,4761,3844,0.064516,0.04409999999999999,0.254,0.21,69,62,0,0,5,8,1,1,361,196,19,14,33,32,34,SEA,Arizona Diamondbacks,Seattle Mariners,Arizona,31524000,30024000,289,49,17,7,4900,7569,70,87,89,94,162,161,Chris Iannetta,1500000,4550000,1,0,230.0,230.0,6,4,0.748225,0.398161,0.865,0.631,0.18662399999999998,0.28836900000000004,0.432,0.537,0.549,0.58,0.12531599999999998,0.091809,0.354,0.303,0.261121,0.108241,0.511,0.329,C,C,0.5740740740740741,0.5341614906832298,1849,576,43,24,UFA,1500000,4550000,1500000,4250000,0.015,0.031,1500000,4550000,0.0,0.0,0.0,0.0,0,0,0,0,1500000,1500000,4250000,9750000,35100000,1500000,4250000,1500000,93,86,3.2761,0.04000000000000001,1.81,0.2,1,0,14.22097566607244,14.22097566607244,14.22097566607244
NYM,MIN,81,4,9,2,6.0,6.0,2018,2017,2017,1,1,1,1,1,1,4,0.012321,1.0,0.111,1.0,1,2,0,0,2,4,2,1,0,0,0,0,29,28,30,MIN,New York Mets,Minnesota Twins,New York,10669860,9187606,0,0,0,0,64,144,8,12,17,19,162,161,Tom Milone,1250000,4500000,5,6,215.0,215.0,9,14,0.147456,4.0,0.384,2.0,0.0024010000000000004,0.005475999999999999,0.049,0.074,0.105,0.117,0.07452900000000001,1.0,0.273,1.0,0.012321,1.0,0.111,1.0,RP,RP,0.4320987654320987,0.3602484472049689,1,0,1,0,UFA,1017746,4500000,1250000,4500000,0.007,0.046,1250000,4500000,0.0,0.0,0.0,0.0,0,0,0,0,1250000,1250000,4500000,116500000,1900000,1250000,4500000,1250000,70,58,3.009561375376984,3.0175853971921485,1.7348087431693973,1.7371198568872985,2,3,13.833100936119232,14.038654109278484,14.038654109278484
COL,SD,28224,19600,168,140,5.6,5.6,2019,2017,2017,1,1,2,1,2,1600,1296,0.05664399999999999,0.066049,0.238,0.257,40,36,0,50000,4,13,1,5,100,4,10,2,27,25,28,SD,Colorado Rockies,San Diego Padres,Colorado,5503500,4403500,9,0,3,0,625,961,25,31,96,65,162,161,Alexi Amarista,1100000,1300000,1,2,152.0,152.0,4,5,0.3844,0.32148899999999997,0.62,0.567,0.023716,0.036481,0.154,0.191,0.593,0.401,0.07236100000000001,0.08702499999999999,0.269,0.295,0.12320099999999999,0.073441,0.351,0.271,SS,SS,0.5370370370370371,0.422360248447205,361,121,19,11,UFA,1100000,1350000,1100000,1300000,0.008,0.016,1100000,1350000,0.0,0.0,0.0,0.0,0,0,0,0,1250000,1250000,1250000,97250000,12120000,1250000,2500000,1250000,87,68,3.009561375376984,3.0175853971921485,1.7348087431693973,1.7371198568872985,0,0,13.9108207377686,13.9108207377686,13.9108207377686
ARI,SD,83521,45796,289,214,6.2,6.2,2018,2017,2017,1,1,1,1,1,4225,2401,0.050625,0.052441,0.225,0.229,65,49,0,0,5,13,1,5,256,144,16,12,33,32,34,SD,Arizona Diamondbacks,San Diego Padres,Arizona,5942500,4692500,49,169,7,13,6400,2704,80,52,105,105,162,161,Adam Rosales,430353,507500,1,2,200.0,200.0,6,5,0.37576899999999996,0.662596,0.613,0.814,0.244036,0.10304100000000001,0.494,0.321,0.648,0.648,0.06760000000000001,0.101761,0.26,0.319,0.12460899999999998,0.245025,0.353,0.495,2B,2B,0.5740740740740741,0.422360248447205,1296,1225,36,35,UFA,430353,507500,1250000,507500,0.004,0.006,1250000,507500,42.7716,3106.9476000000004,6.54,55.74,0,9,0,3,1250000,1250000,507500,9750000,12120000,1250000,507500,1250000,93,68,3.009561375376984,5.3824,1.7348087431693973,2.32,1,0,12.972361081123381,14.038654109278484,14.038654109278484
TOR,TOR,47524,240100,218,490,6.4,6.4,2018,2017,2017,0,1,1,0,0,1936,15376,0.04080400000000001,0.064009,0.202,0.253,44,124,0,0,6,13,1,1,81,1024,9,32,30,29,30,PHI,Toronto Blue Jays,Toronto Blue Jays,Toronto,18627736,10534200,36,576,6,24,2809,16900,53,130,73,140,162,161,Michael Saunders,93536,2900000,2,2,225.0,225.0,7,7,0.36,0.664225,0.6,0.815,0.10692900000000001,0.6448090000000001,0.327,0.803,0.451,0.864,0.065536,0.11424400000000001,0.256,0.338,0.11833599999999998,0.228484,0.344,0.478,LF,LF,0.4691358024691358,0.546583850931677,441,3249,21,57,UFA,93536,2900000,535000,2900000,0.001,0.019,535000,2900000,0.0,4074.2688999999996,0.0,63.83,4,9,2,3,0,535000,2900000,70000000,65800000,535000,2900000,0,76,88,3.009561375376984,2.1315999999999997,1.7348087431693973,1.46,2,2,11.446101667910973,13.190022025878143,13.190022025878143
BOS,BOS,1,100,1,10,6.5,6.5,2023,2023,2017,7,7,7,1,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0,1,6,1,1,0,0,0,0,30,30,31,TOR,Boston Red Sox,Boston Red Sox,Massachusetts,123042498,93042498,0,0,0,0,121,1225,11,35,16,35,162,161,David Price,30000000,30000000,13,13,215.0,215.0,23,22,4.0,0.008281,2.0,0.091,0.0046240000000000005,0.046655999999999996,0.068,0.216,0.099,0.216,1.0,0.008281,1.0,0.091,1.0,0.0,1.0,0.0,SP,SP,0.5740740740740741,0.577639751552795,0,0,0,0,UFA,30000000,30000000,30000000,30000000,0.143,0.144,30000000,30000000,0.0,883.2783999999999,0.0,29.72,0,0,0,0,217000000,31000000,31000000,5500000,230000000,217000000,217000000,31000000,93,93,2.4025000000000003,8.2944,1.55,2.88,8,8,17.216707939626428,17.216707939626428,17.216707939626428
ARI,ARI,3844,2704,62,52,6.2,6.2,2022,2022,2017,6,6,6,1,0,169,121,0.04409999999999999,0.044944,0.21,0.212,13,11,3000000,3000000,5,7,1,1,16,1,4,1,32,32,33,LAD,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,167397172,143397172,0,0,0,0,1024,676,32,26,33,27,162,161,Zack Greinke,24000000,24000000,1,1,200.0,200.0,6,5,0.27040000000000003,0.22657599999999997,0.52,0.476,0.039204,0.025921000000000003,0.198,0.161,0.204,0.167,0.060516,0.060516,0.246,0.246,0.07507600000000002,0.053361000000000006,0.274,0.231,SP,SP,0.5740740740740741,0.422360248447205,16,9,4,3,UFA,34000000,34000000,31000000,31000000,0.331,0.347,34000000,34000000,5181.120400000001,276.22440000000006,71.98,16.62,0,0,0,0,206500000,34416667,34416667,9750000,218750000,206500000,206500000,34416667,93,68,32.8329,6.3504000000000005,5.73,2.52,1,1,17.341871082580436,17.24949776244942,17.341871082580436
CHC,CHC,186624,280900,432,530,6.5,6.5,2024,2024,2017,8,8,8,1,0,12544,14884,0.067081,0.0529,0.259,0.23,112,122,6666666,6666666,3,15,2,2,225,729,15,27,26,26,27,STL,Chicago Cubs,Chicago Cubs,Illinois,56611500,35111500,121,49,11,7,13456,17689,116,133,126,142,162,160,Jason Heyward,21500000,15000000,17,17,240.0,240.0,19,18,0.5112249999999999,0.398161,0.715,0.631,0.512656,0.6740409999999999,0.716,0.821,0.778,0.877,0.10627600000000001,0.093636,0.326,0.306,0.151321,0.10562500000000001,0.389,0.325,RF,RF,0.5679012345679012,0.6375,3481,2401,59,49,UFA,28166666,21666666,21500000,15000000,0.164,0.118,28166666,21666666,84.0889,17.472399999999997,9.17,4.18,16,1,4,1,184000000,23000000,23000000,16000000,291277500,184000000,184000000,23000000,92,102,4.928400000000001,0.9409,2.22,0.97,3,3,17.153649779990655,16.883563493097892,17.153649779990655
